text,label,number_ratio,special_char_ratio,spam_words,text_length,word_count
"wait, do you know if wesleys in town? i bet she does hella drugs!",0,0.0,0.046153846153846156,1,65,14
fine i miss you very much.,0,0.0,0.038461538461538464,0,26,6
tell them the drug dealer's getting impatient,0,0.0,0.022222222222222223,1,45,7
"sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. i cant come to meet u, but can send my care as msg to u. gud evng",0,0.0,0.025477707006369428,0,157,37
"it doesnt make sense to take it there unless its free. if you need to know more, wikipedia.com",0,0.0,0.031914893617021274,2,94,18
88800 and 89034 are premium phone services call 08718711108,1,0.3559322033898305,0.0,0,59,9
"under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words  '",0,0.007246376811594203,0.057971014492753624,0,138,29
then mum's repent how?,0,0.0,0.09090909090909091,0,22,4
sorry me going home first  daddy come fetch later,0,0.0,0.0,0,49,9
leave it de - . start prepare for next -,0,0.0,0.075,0,40,10
yes baby! we can study all the positions of the kama sutra,0,0.0,0.017241379310344827,0,58,12
en chikku nange bakra msg kalstiya then had tea coffee?,0,0.0,0.01818181818181818,0,55,10
carlos'll be here in a minute if you still need to buy,0,0.0,0.018518518518518517,0,54,12
this pay is lt decimal gt lakhs,0,0.0,0.0,0,31,7
have a good evening! ttyl,0,0.0,0.04,0,25,5
did u receive my msg?,0,0.0,0.047619047619047616,0,21,5
ho ho - big belly laugh! see ya tomo,0,0.0,0.05555555555555555,0,36,9
"sms. ac sun0819 posts hello you seem cool, wanted to say hi. hi!!! stop? send stop to 62468",1,0.0989010989010989,0.07692307692307693,0,91,18
get ur 1st ringtone free now! reply to this msg with tone. gr8 top 20 tones to your phone every week just 1.50 per wk 2 opt out send stop 08452810071 16,1,0.13815789473684212,0.019736842105263157,2,152,32
"ditto. and you won't have to worry about me saying anything to you anymore. like i said last night, you do whatever you want and i'll do the same. peace.",0,0.0,0.0457516339869281,0,153,30
"i've got lt gt , any way i could pick up?",0,0.0,0.07317073170731707,0,41,11
"i dont knw pa, i just drink milk",0,0.0,0.03125,0,32,8
maybe?! say hi to and find out if got his card. great escape or wetherspoons?,0,0.0,0.05194805194805195,0,77,15
"piggy, r u awake? i bet u're still sleeping. i'm going 4 lunch now",0,0.015151515151515152,0.07575757575757576,1,66,14
cause i'm not freaky lol,0,0.0,0.041666666666666664,0,24,5
missed your call cause i was yelling at scrappy. miss u. can't wait for u to come home. i'm so lonely today.,0,0.0,0.05555555555555555,0,108,22
what is this 'hex' place you talk of? explain!,0,0.0,0.08695652173913043,0,46,9
log off 4 wat. it's sdryb8i,0,0.07407407407407407,0.07407407407407407,0,27,6
is xy going 4 e lunch?,0,0.045454545454545456,0.045454545454545456,0,22,6
hi i'm sue. i am 20 years old and work as a lapdancer. i love sex. text me live - i'm i my bedroom now. text sue to 89555. by textoperator g2 1da 150ppmsg 18,1,0.08917197452229299,0.050955414012738856,1,157,35
i wanted to ask to wait 4 me to finish lect. cos my lect finishes in an hour anyway.,0,0.011904761904761904,0.023809523809523808,0,84,19
have you finished work yet?,0,0.0,0.037037037037037035,0,27,5
"every king was once a crying baby and every great building was once a map  not imprtant where u r today, but where u wil reach tomorw. gud ni8",0,0.007042253521126761,0.014084507042253521,0,142,29
"dear,me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0,0.0,0.03550295857988166,0,169,30
thanks love. but am i doing torch or bold.,0,0.0,0.047619047619047616,0,42,9
please call 08712404000 immediately as there is an urgent message waiting for you.,1,0.13414634146341464,0.012195121951219513,1,82,13
was the farm open?,0,0.0,0.05555555555555555,0,18,4
"sorry to trouble u again. can buy 4d for my dad again? 1405, 1680, 1843. all 2 big 1 small, sat n sun. thanx.",0,0.13761467889908258,0.07339449541284404,0,109,24
"my sister in law, hope you are having a great month. just saying hey. abiola",0,0.0,0.039473684210526314,0,76,15
will purchase d stuff today and mail to you. do you have a po box number?,0,0.0,0.0273972602739726,0,73,16
ah poop. looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,0.0,0.010869565217391304,0,92,21
good. good job. i like entrepreneurs,0,0.0,0.05555555555555555,0,36,6
"aight, you close by or still down around alex's place?",0,0.0,0.05555555555555555,0,54,10
meet you in corporation st outside gap you can see how my mind is working!,0,0.0,0.013513513513513514,0,74,15
mum ask to buy food home,0,0.0,0.0,0,24,6
k u also dont msg or reply to his msg,0,0.0,0.0,0,37,10
how much r willing to pay?,0,0.0,0.038461538461538464,0,26,6
what is important is that you prevent dehydration by giving her enough fluids,0,0.0,0.0,0,77,13
"thats a bit weird, even ?- where is the do supposed to be happening? but good idea, sure they will be in pub!",0,0.0,0.05504587155963303,0,109,23
true dear i sat to pray evening and felt so.so i sms'd you in some time,0,0.0,0.028169014084507043,0,71,16
"i don't think i can get away for a trek that long with family in town, sorry",0,0.0,0.02631578947368421,0,76,17
so when do you wanna gym harri,0,0.0,0.0,0,30,7
quite late lar  ard 12 anyway i wun b drivin,0,0.045454545454545456,0.0,0,44,10
"to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 unsubscribe from alerts reply with the word out",1,0.008,0.016,0,125,23
4mths half price orange line rental latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt t cs,1,0.10126582278481013,0.0189873417721519,2,158,27
"height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane  bt only 1 didnt move  he said if it is made by my students,this wont even start  datz confidence",0,0.006666666666666667,0.01,0,300,58
it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,0.0,0.0,0,195,40
08714712388 between 10am-7pm cost 10p,1,0.43243243243243246,0.02702702702702703,0,37,5
"save yourself the stress. if the person has a dorm account, just send your account details and the money will be sent to you.",0,0.0,0.024,1,125,24
he also knows about lunch menu only da. . i know,0,0.0,0.041666666666666664,1,48,11
when i have stuff to sell i.ll tell you,0,0.0,0.02564102564102564,0,39,9
book which lesson? then you msg me  i will call up after work or sth  i'm going to get specs. my membership is px3748,0,0.03418803418803419,0.02564102564102564,0,117,24
you have won a guaranteed 1000 cash or a 2000 prize. to claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1,0.15384615384615385,0.013986013986013986,3,143,24
macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.let life begin again.call me anytime,0,0.0,0.024691358024691357,0,162,28
oh is it? send me the address,0,0.0,0.034482758620689655,0,29,7
s'fine. anytime. all the best with it.,0,0.0,0.10526315789473684,0,38,7
that is wondar full flim.,0,0.0,0.04,0,25,5
ya even those cookies have jelly on them,0,0.0,0.0,0,40,8
"the world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,0.0,0.04424778761061947,0,226,42
got it! it looks scrumptious  daddy wants to eat you all night long!,0,0.0,0.029411764705882353,0,68,13
of cos can lar i'm not so ba dao ok  1 pm lor  y u never ask where we go ah  i said u would ask on fri but he said u will ask today,0,0.007633587786259542,0.007633587786259542,0,131,35
"alright omw, gotta change my order to a half8th",0,0.02127659574468085,0.02127659574468085,0,47,9
exactly. anyways how far. is jide her to study or just visiting,0,0.0,0.031746031746031744,0,63,12
dunno y u ask me.,0,0.0,0.058823529411764705,0,17,5
email alertfrom jeri stewartsize 2kbsubject low-cost prescripiton drvgsto listen to email call 123,1,0.04081632653061224,0.01020408163265306,0,98,13
no he didn't. spring is coming early yay!,0,0.0,0.07317073170731707,0,41,8
lol you won't feel bad when i use her money to take you out to a steak dinner d,0,0.0,0.012658227848101266,1,79,19
even u dont get in trouble while convincing just tel him once or twice and just tel neglect his msgs dont c and read it just dont reply,0,0.0,0.0,0,135,28
leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh,0,0.0,0.02912621359223301,0,103,17
then why no one talking to me,0,0.0,0.0,0,29,7
thanks for looking out for me. i really appreciate.,0,0.0,0.0392156862745098,0,51,9
hi. customer loyalty offer the new nokia6650 mobile from only 10 at txtauction! txt word start to no 81151 get yours now! 4t ctxt tc 150p mtmsg,1,0.1048951048951049,0.02097902097902098,2,143,27
wish i were with you now!,0,0.0,0.04,1,25,6
haha mayb u're rite  u know me well. da feeling of being liked by someone is gd lor. u faster go find one then all gals in our group attached liao.,0,0.0,0.027210884353741496,1,147,31
yes i will be there. glad you made it.,0,0.0,0.05263157894736842,0,38,9
do well all will for little time. thing of good times ahead,0,0.0,0.01694915254237288,0,59,12
just got up. have to be out of the room very soon. . i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,0.011235955056179775,0.03932584269662921,0,178,40
ok. there may be a free gym about.,0,0.0,0.058823529411764705,1,34,8
men like shorter ladies. gaze up into his eyes.,0,0.0,0.0425531914893617,0,47,9
dunno he jus say go lido. same time 930.,0,0.075,0.05,0,40,9
"i promise to take good care of you, princess. i have to run now. please send pics when you get a chance. ttyl!",0,0.0,0.045454545454545456,1,110,23
u are subscribed to the best mobile content service in the uk for 3 per 10 days until you send stop to 82324. helpline 08706091795,1,0.14615384615384616,0.007692307692307693,0,130,25
is there a reason we've not spoken this year? anyways have a great week and all the best in your exam,0,0.0,0.019801980198019802,0,101,21
by monday next week. give me the full gist,0,0.0,0.023809523809523808,0,42,9
"do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,0.0196078431372549,0.029411764705882353,0,102,18
you have an important customer service announcement from premier.,1,0.0,0.015384615384615385,0,65,9
dont gimme that lip caveboy,0,0.0,0.0,0,27,5
when did you get to the library,0,0.0,0.0,0,31,7
realy sorry-i don't recognise this number and am now confused who r u please?!,0,0.0,0.05128205128205128,1,78,14
so why didnt you holla?,0,0.0,0.043478260869565216,0,23,5
cant think of anyone with spare room off top of my head,0,0.0,0.0,0,55,12
"faith makes things possible,hope makes things work,love makes things beautiful,may you have all three this christmas!merry christmas!",0,0.0,0.03759398496240601,0,133,17
u should have made an appointment,0,0.0,0.0,0,33,6
"call me when you carlos is are here, my phone's vibrate is acting up and i might not hear texts",0,0.0,0.021052631578947368,0,95,20
"romantic paris. 2 nights, 2 flights from 79 book now 4 next year. call 08704439680ts cs apply.",1,0.1702127659574468,0.0425531914893617,1,94,17
"we are at grandmas. oh dear, u still ill? i felt shit this morning but i think i am just hungover! another night then. we leave on sat.",0,0.0,0.044444444444444446,0,135,28
urgent ur 500 guaranteed award is still unclaimed! call 09066368327 now closingdate04 09 02 claimcode m39m51 1.50pmmorefrommobile2bremoved-mobypobox734ls27yf,1,0.21019108280254778,0.01910828025477707,3,157,17
nothing but we jus tot u would ask cos u ba gua  but we went mt faber yest  yest jus went out already mah so today not going out  jus call lor,0,0.0,0.0,0,142,32
wishing you and your family merry x mas and happy new year in advance,0,0.0,0.0,0,69,14
ur awarded a city break and could win a 200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 1.50perwksub,1,0.17006802721088435,0.034013605442176874,1,147,23
"i'm nt goin, got somethin on, unless they meetin 4 dinner lor  haha, i wonder who will go tis time",0,0.01020408163265306,0.04081632653061224,0,98,20
lol i know! they're so dramatic. schools already closed for tomorrow. apparently we can't drive in the inch of snow were supposed to get.,0,0.0,0.043795620437956206,1,137,24
not getting anywhere with this damn job hunting over here!,0,0.0,0.017241379310344827,0,58,10
lol! u drunkard! just doing my hair at d moment. yeah still up 4 tonight. wats the plan?,0,0.011363636363636364,0.056818181818181816,0,88,18
"idc get over here, you are not weaseling your way out of this shit twice in a row",0,0.0,0.012345679012345678,0,81,18
i wil be there with in lt gt minutes. got any space,0,0.0,0.0196078431372549,0,51,12
thanks for picking up the trash.,0,0.0,0.03125,0,32,6
why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,0.0,0.013793103448275862,0,145,29
hi its kate it was lovely to see you tonight and ill phone you tomorrow. i got to sing and a guy gave me his card! xxx,0,0.0,0.01694915254237288,0,118,27
happy new year my dear brother. i really do miss you. just got your number and decided to send you this text wishing you only happiness. abiola,0,0.0,0.02097902097902098,0,143,27
that means get the door,0,0.0,0.0,0,23,5
"hmmm   i thought we said 2 hours slave, not 3   you are late   how should i punish you ?",0,0.022727272727272728,0.022727272727272728,0,88,19
beerage?,0,0.0,0.125,0,8,1
you have an important customer service announcement from premier. call freephone 0800 542 0578 now!,1,0.1111111111111111,0.020202020202020204,2,99,15
dont think so. it turns off like randomlly within 5min of opening,0,0.015384615384615385,0.015384615384615385,0,65,12
"she was supposed to be but couldn't make it, she's still in town though",0,0.0,0.04225352112676056,0,71,14
it does it on its own. most of the time it fixes my spelling. but sometimes it gets a completely diff word. go figure,0,0.0,0.02564102564102564,0,117,24
ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. 100p sms,1,0.023622047244094488,0.015748031496062992,0,127,24
"5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, 3 per pole. unsub 08718727870.",1,0.19230769230769232,0.038461538461538464,1,156,26
this is hoping you enjoyed your game yesterday. sorry i've not been in touch but pls know that you are fondly bein thot off. have a great week. abiola,0,0.0,0.02666666666666667,1,150,29
all e best 4 ur driving tmr -,0,0.034482758620689655,0.034482758620689655,0,29,8
y?where u at dogbreath? its just sounding like jan c that s al,0,0.0,0.03225806451612903,0,62,13
omg i want to scream. i weighed myself and i lost more weight! woohoo!,0,0.0,0.04285714285714286,0,70,14
there generally isn't one. it's an uncountable noun - u in the dictionary. pieces of research?,0,0.0,0.06382978723404255,0,94,16
it's really getting me down just hanging around.,0,0.0,0.041666666666666664,0,48,8
"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer ends 14thmarch. t c's apply. opt-out availa",1,0.08125,0.04375,3,160,28
petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,0,0.0,0.0,0,94,17
ok i msg u b4 i leave my house.,0,0.03225806451612903,0.03225806451612903,0,31,9
gimme a few was lt gt minutes ago,0,0.0,0.0,0,33,8
"last chance! claim ur 150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. 3.00 sub. 16",1,0.12,0.06,2,150,26
appt is at lt time gt am. not my fault u don't listen. i told u twice,0,0.0,0.043478260869565216,0,69,17
free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. pobox 36504 w45wq 16 norm150p tone,1,0.13194444444444445,0.013888888888888888,1,144,29
you have won a guaranteed 200 award or even 1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php. rg21 4jx,1,0.21323529411764705,0.007352941176470588,3,136,27
k i'll be there before 4.,0,0.04,0.08,0,25,6
i dled 3d its very imp,0,0.045454545454545456,0.0,0,22,6
"sure, but make sure he knows we ain't smokin yet",0,0.0,0.041666666666666664,1,48,10
boooo you always work. just quit.,0,0.0,0.06060606060606061,0,33,6
i am taking half day leave bec i am not well,0,0.0,0.0,0,44,11
ugh i don't wanna get out of bed. it's so warm.,0,0.0,0.0851063829787234,0,47,11
s s.nervous lt gt,0,0.0,0.058823529411764705,0,17,4
so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint,0,0.0,0.03571428571428571,1,112,21
congratulations ur awarded either 500 of cd gift vouchers free entry 2 our 100 weekly draw txt music to 87066 tncs,1,0.10526315789473684,0.0,2,114,21
i borrow ur bag ok.,0,0.0,0.05263157894736842,0,19,5
"u were outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac smsrewards 2 end bid notifications, reply end out",1,0.045112781954887216,0.03007518796992481,0,133,24
where's my boytoy? i miss you   what happened?,0,0.0,0.06521739130434782,0,46,8
"he has lots of used ones babe, but the model doesn't help. youi have to bring it over and he'll match it up",0,0.0,0.037383177570093455,0,107,23
also are you bringing galileo or dobby,0,0.0,0.0,0,38,7
then why you not responding,0,0.0,0.0,0,27,5
boo babe! u enjoyin yourjob? u seemed 2 b gettin on well hunny!hope ure ok?take care i llspeak 2u soonlots of loveme xxxx.,0,0.01639344262295082,0.040983606557377046,0,122,23
good afternoon starshine! how's my boytoy? does he crave me yet? ache to fuck me ? sips cappuccino i miss you babe teasing kiss,0,0.0,0.03937007874015748,0,127,24
on the road so cant txt,0,0.0,0.0,0,23,6
"smsservices. for yourinclusive text credits, pls goto login 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae",1,0.1276595744680851,0.04964539007092199,0,141,19
25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity.,1,0.125,0.025,0,160,31
hmm   bits and pieces lol   sighs,0,0.0,0.0,0,33,6
hahaha use your brain dear,0,0.0,0.0,0,26,5
hey. you got any mail?,0,0.0,0.09090909090909091,0,22,5
"sorry light turned green, i meant another friend wanted lt gt worth but he may not be around",0,0.0,0.010869565217391304,0,92,18
thanks for yesterday sir. you have been wonderful. hope you enjoyed the burial. mojibiola,0,0.0,0.033707865168539325,0,89,14
u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,1,0.17006802721088435,0.04081632653061224,0,147,27
hi mate its rv did u hav a nice hol just a message 3 say hello coz haven t sent u 1 in ages started driving so stay off roads!rvx,0,0.015503875968992248,0.007751937984496124,0,129,30
"dear voucher holder, to claim this weeks offer, at you pc please go to ts cs apply. to stop texts, txt stop to 80062",1,0.04310344827586207,0.034482758620689655,1,116,24
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago",0,0.0,0.037209302325581395,0,215,43
surely result will offer,0,0.0,0.0,1,24,4
good morning my dear  have a great amp successful day.,0,0.0,0.018518518518518517,0,54,10
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,0.11409395973154363,0.0,0,149,28
"sir, i have been late in paying rent for the past few months and had to pay a lt gt charge. i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. can you please help. thanks",0,0.0,0.019178082191780823,0,365,76
we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,1,0.09032258064516129,0.0,1,155,28
last chance 2 claim ur 150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. 3.00 sub. 16 . remove txt x or stop,1,0.15822784810126583,0.04430379746835443,2,158,28
i luv u soo much u don t understand how special u r 2 me ring u 2morrow luv u xxx,0,0.024691358024691357,0.0,0,81,21
"pls send me a comprehensive mail about who i'm paying, when and how much.",0,0.0,0.0410958904109589,0,73,14
our prashanthettan's mother passed away last night. pray for her and family.,0,0.0,0.039473684210526314,0,76,12
"urgent! call 09066350750 from your landline. your complimentary 4 ibiza holiday or 10,000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18",1,0.18,0.02,2,150,27
k.k when are you going?,0,0.0,0.08695652173913043,0,23,5
meanwhile in the shit suite xavier decided to give us lt gt seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. also i don't think doug realizes i don't live here anymore,0,0.0,0.017857142857142856,0,224,42
my stomach has been thru so much trauma i swear i just can't eat. i better lose weight.,0,0.0,0.034482758620689655,0,87,18
i am in office whats the matter msg me now.i will call you at break .,0,0.0,0.028985507246376812,1,69,16
"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later",0,0.0,0.0380952380952381,0,105,21
u reach orchard already? u wan 2 go buy tickets first?,0,0.018518518518518517,0.037037037037037035,0,54,11
"i am real, baby! i want to bring out your inner tigress",0,0.0,0.03636363636363636,0,55,12
no da if you run that it activate the full version da.,0,0.0,0.018518518518518517,0,54,12
ah poor baby!hope urfeeling bettersn luv! probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx.,0,0.008771929824561403,0.02631578947368421,0,114,21
stop the story. i've told him i've returned it and he's saying i should not re order it.,0,0.0,0.056818181818181816,0,88,18
talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,1,0.034722222222222224,0.027777777777777776,0,144,28
going to take your babe out ?,0,0.0,0.034482758620689655,0,29,7
hai ana tomarrow am coming on morning. lt decimal gt ill be there in sathy then we ll go to rto office. reply me after came to home.,0,0.0,0.022727272727272728,0,132,28
spoons it is then okay?,0,0.0,0.043478260869565216,0,23,5
did he just say somebody is named tampa,0,0.0,0.0,0,39,8
in work now. going have in few min.,0,0.0,0.05714285714285714,1,35,8
your brother is a genius,0,0.0,0.0,0,24,5
"sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you",0,0.0,0.042105263157894736,0,95,20
did u find out what time the bus is at coz i need to sort some stuff out.,0,0.0,0.0136986301369863,0,73,18
dude ive been seeing a lotta corvettes lately,0,0.0,0.0,0,45,8
congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts cs 1.50pm approx 3mins,1,0.10344827586206896,0.006896551724137931,2,145,24
"same here, but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don't matter",0,0.0,0.012578616352201259,0,159,30
private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call 08719899217 identifier code 41685 expires 07 11 04,1,0.22972972972972974,0.04054054054054054,0,148,24
hello. we need some posh birds and chaps to user trial prods for champneys. can i put you down? i need your address and dob asap. ta r,1,0.0,0.029850746268656716,0,134,28
what do u want for xmas? how about 100 free text messages a new video phone with half price line rental? call free now on 0800 0721072 to find out more!,1,0.09210526315789473,0.019736842105263157,2,152,31
"well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,0.0,0.021739130434782608,0,92,19
its going good no problem but still need little experience to understand american customer voice,0,0.0,0.0,0,96,15
i'll text you when i drop x off,0,0.0,0.03225806451612903,0,31,8
ugh its been a long day. i'm exhausted. just want to cuddle up and take a nap,0,0.0,0.03896103896103896,0,77,17
talk with yourself atleast once in a day !!! otherwise you will miss your best friend in this world !!! -shakespeare- shesil lt gt,0,0.0,0.06153846153846154,0,130,24
"shop till u drop, is it you, either 10k, 5k, 500 cash or 100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary",1,0.18181818181818182,0.045454545454545456,2,154,28
are you in castor? you need to see something,0,0.0,0.022727272727272728,0,44,9
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. 1.50 sp tyrone,1,0.05925925925925926,0.02962962962962963,2,135,27
u have a secret admirer who is looking 2 make contact with u-find out who they r reveal who thinks ur so special-call on 09058094565,1,0.09090909090909091,0.015151515151515152,0,132,25
u have a secret admirer who is looking 2 make contact with u-find out who they r reveal who thinks ur so special-call on 09065171142-stopsms-08,1,0.0979020979020979,0.027972027972027972,0,143,25
reminder you have not downloaded the content you have already paid for. goto mymoby. tv to collect your content.,1,0.0,0.026785714285714284,0,112,19
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. i was gonna gibe you 'til one, but a midnight movie is not gonna get out til after 2. you need to come home. you need to getsleep and, if anything, you need to b studdying ear training.",0,0.0036231884057971015,0.03260869565217391,0,276,57
i love to give massages. i use lots of baby oil  what is your fave position?,0,0.0,0.02631578947368421,0,76,16
dude we should go sup again,0,0.0,0.0,0,27,6
yoyyooo u know how to change permissions for a drive in mac. my usb flash drive,0,0.0,0.012658227848101266,1,79,16
gibbs unsold.mike hussey,0,0.0,0.041666666666666664,0,24,3
i like to talk pa but am not able to. i dont know y.,0,0.0,0.038461538461538464,1,52,14
y dun cut too short leh. u dun like ah? she failed. she's quite sad.,0,0.0,0.07352941176470588,0,68,15
you unbelievable faglord,0,0.0,0.0,0,24,3
wife.how she knew the time of murder exactly,0,0.0,0.022727272727272728,0,44,8
why do you ask princess?,0,0.0,0.041666666666666664,0,24,5
i am great princess! what are you thinking about me?,0,0.0,0.038461538461538464,0,52,10
nutter. cutter. ctter. cttergg. cttargg. ctargg. ctagg. ie you,0,0.0,0.11290322580645161,0,62,9
it's ok i noe u're busy but i'm really too bored so i msg u. i oso dunno wat colour she choose 4 me one.,0,0.009615384615384616,0.04807692307692308,0,104,25
doesn't g have class early tomorrow and thus shouldn't be trying to smoke at lt gt,0,0.0,0.024390243902439025,0,82,16
superb thought- be grateful that u dont have everything u want. that means u still have an opportunity to be happier tomorrow than u are today. -,0,0.0,0.027586206896551724,0,145,27
hope you are having a good week. just checking in,0,0.0,0.02040816326530612,0,49,10
"i'm used to it. i just hope my agents don't drop me since i've only booked a few things this year. this whole me in boston, them in nyc was an experiment.",0,0.0,0.045454545454545456,0,154,32
"thursday night? yeah, sure thing, we'll work it out then",0,0.0,0.07142857142857142,0,56,10
probably money worries. things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,0.0,0.015873015873015872,1,126,22
how is it possible to teach you. and where.,0,0.0,0.046511627906976744,0,43,9
"i wonder if your phone battery went dead ? i had to tell you, i love you babe",0,0.0,0.025974025974025976,0,77,18
lovely smell on this bus and it ain't tobacco,0,0.0,0.022222222222222223,0,45,9
"we're all getting worried over here, derek and taylor have already assumed the worst",0,0.0,0.023809523809523808,0,84,14
hey what's up charles sorry about the late reply.,0,0.0,0.04081632653061224,0,49,9
"all the lastest from stereophonics, marley, dizzee racal, libertines and the strokes! win nookii games with flirt!! click themob wap bookmark or text wap to 82468",1,0.030864197530864196,0.037037037037037035,2,162,26
i.ll give her once i have it. plus she said grinule greet you whenever we speak,0,0.0,0.02531645569620253,0,79,16
white fudge oreos are in stores,0,0.0,0.0,0,31,6
"january male sale! hot gay chat now cheaper, call 08709222922. national rate from 1.5p min cheap to 7.8p min peak! to stop texts call 08712460324 10p min",1,0.1830065359477124,0.0392156862745098,1,153,27
my love ! how come it took you so long to leave for zaher's? i got your words on ym and was happy to see them but was sad you had left. i miss you,0,0.0,0.0273972602739726,0,146,35
i am sorry it hurt you.,0,0.0,0.043478260869565216,0,23,6
can't. i feel nauseous. i'm so pissed. i didn't eat any sweets all week cause today i was planning to pig out. i was dieting all week. and now i'm not hungry,0,0.0,0.05732484076433121,1,157,32
ok lor but not too early. me still having project meeting now.,0,0.0,0.03225806451612903,1,62,12
"call me da, i am waiting for your call.",0,0.0,0.05128205128205128,0,39,9
i could ask carlos if we could get more if anybody else can chip in,0,0.0,0.0,0,67,15
was actually about to send you a reminder today. have a wonderful weekend,0,0.0,0.0136986301369863,0,73,13
"when people see my msgs, they think iam addicted to msging  they are wrong, bcoz they don 't know that iam addicted to my sweet friends !! bslvyl",0,0.0,0.034482758620689655,1,145,28
hey you gave them your photo when you registered for driving ah? tmr wanna meet at yck?,0,0.0,0.022988505747126436,0,87,17
dont talk to him ever ok its my word.,0,0.0,0.02702702702702703,0,37,9
when u wana see it then,0,0.0,0.0,0,23,6
on ma way to school. can you pls send me ashley's number,0,0.0,0.03571428571428571,0,56,12
it shall be fine. i have avalarr now. will hollalater,0,0.0,0.03773584905660377,1,53,10
she went to attend another two rounds today but still did't reach home,0,0.0,0.014285714285714285,0,70,13
actually i deleted my old website now i m blogging at magicalsongs.blogspot.com,0,0.0,0.02531645569620253,1,79,12
"k, wait chikku il send aftr lt gt mins",0,0.0,0.02631578947368421,0,38,9
but i'm on a diet. and i ate 1 too many slices of pizza yesterday. ugh i'm always on a diet.,0,0.010869565217391304,0.05434782608695652,0,92,21
k i will give my kvb acc details,0,0.0,0.0,0,32,8
oh all have to come ah?,0,0.0,0.043478260869565216,0,23,6
